File,Line,Rule,Category,Priority,Description,Class,Method,Variable
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",41,"TooManyMethods","Design",3,"This class has too many methods, consider refactoring it.","StreamBuilder","",""
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",45,"UnusedPrivateField","Best Practices",3,"Avoid unused private fields such as 'built'.","StreamBuilder","","built"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",45,"RedundantFieldInitializer","Performance",3,"Avoid using redundant field initializer for 'built'","StreamBuilder","","built"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",46,"AvoidFieldNameMatchingMethodName","Error Prone",3,"Field format has the same name as a method","StreamBuilder","","format"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",70,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'input' is not assigned and could be declared final","StreamBuilder","fromString","input"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",82,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'inputStream' is not assigned and could be declared final","StreamBuilder","fromStream","inputStream"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",95,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'filePath' is not assigned and could be declared final","StreamBuilder","fromFile","filePath"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",150,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'schemaPath' is not assigned and could be declared final","StreamBuilder","validateJson","schemaPath"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",162,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'schemaPath' is not assigned and could be declared final","StreamBuilder","validateXml","schemaPath"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",174,"UseVarargs","Best Practices",4,"Consider using varargs for methods or constructors which take an array the last parameter.","StreamBuilder","validateCsv","requiredColumns"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",174,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'requiredColumns' is not assigned and could be declared final","StreamBuilder","validateCsv","requiredColumns"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",188,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'schemaPath' is not assigned and could be declared final","StreamBuilder","validate","schemaPath"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",191,"ExhaustiveSwitchHasDefault","Best Practices",3,"The switch block is exhaustive even without the default case","StreamBuilder","validate",""
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",218,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'path' is not assigned and could be declared final","StreamBuilder","extract","path"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",221,"ExhaustiveSwitchHasDefault","Best Practices",3,"The switch block is exhaustive even without the default case","StreamBuilder","extract",""
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",261,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'jsonPath' is not assigned and could be declared final","StreamBuilder","extractJson","jsonPath"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",283,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'xpath' is not assigned and could be declared final","StreamBuilder","extractXml","xpath"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",295,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'columnName' is not assigned and could be declared final","StreamBuilder","extractCsv","columnName"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",310,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'fromEncoding' is not assigned and could be declared final","StreamBuilder","convertEncoding","fromEncoding"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",310,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'toEncoding' is not assigned and could be declared final","StreamBuilder","convertEncoding","toEncoding"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",323,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'commandName' is not assigned and could be declared final","StreamBuilder","process","commandName"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",335,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'command' is not assigned and could be declared final","StreamBuilder","addCommand","command"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",349,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'url' is not assigned and could be declared final","StreamBuilder","sendHttp","url"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",361,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'url' is not assigned and could be declared final","StreamBuilder","sendHttpPost","url"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",376,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'condition' is not assigned and could be declared final","StreamBuilder","when","condition"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",376,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'configurer' is not assigned and could be declared final","StreamBuilder","when","configurer"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",406,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'outputStream' is not assigned and could be declared final","StreamBuilder","toStream","outputStream"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",418,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'filePath' is not assigned and could be declared final","StreamBuilder","toFile","filePath"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",447,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'info' could be declared final","StreamBuilder","getPipelineInfo","info"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",447,"InsufficientStringBufferDeclaration","Performance",3,"StringBuilder has been initialized with size 16, but has at least 42 characters appended.","StreamBuilder","getPipelineInfo","info"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",450,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'command' could be declared final","StreamBuilder","getPipelineInfo","command"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",451,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'commandInfo' could be declared final","StreamBuilder","getPipelineInfo","commandInfo"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",452,"AppendCharacterWithChar","Performance",3,"Avoid appending characters as strings in StringBuffer.append.","StreamBuilder","getPipelineInfo",""
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",463,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'command' is not assigned and could be declared final","StreamBuilder","formatCommandInfo","command"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",464,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'className' could be declared final","StreamBuilder","formatCommandInfo","className"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",468,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'commandString' could be declared final","StreamBuilder","formatCommandInfo","commandString"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",470,"ShortVariable","Code Style",3,"Avoid variables with short names like id","StreamBuilder","formatCommandInfo","id"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",470,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'id' could be declared final","StreamBuilder","formatCommandInfo","id"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",471,"UseIndexOfChar","Performance",3,"String.indexOf(char) is faster than String.indexOf(String).","StreamBuilder","formatCommandInfo",""
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",472,"OnlyOneReturn","Code Style",3,"A method should have only one exit point, and that should be the last statement in the method","StreamBuilder","formatCommandInfo",""
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",501,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'outputStream' is not assigned and could be declared final","StreamBuilder","execute","outputStream"
"streamconverter-core/src/main/java/com/streamConverter/api/StreamBuilder.java",509,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'converter' could be declared final","StreamBuilder","execute","converter"
"streamconverter-core/src/main/java/com/streamConverter/api/Streams.java",1,"PackageCase","Code Style",3,"Package name contains upper case characters","Streams","",""
"streamconverter-core/src/main/java/com/streamConverter/api/Streams.java",48,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'jsonString' is not assigned and could be declared final","Streams","json","jsonString"
"streamconverter-core/src/main/java/com/streamConverter/api/Streams.java",58,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'csvString' is not assigned and could be declared final","Streams","csv","csvString"
"streamconverter-core/src/main/java/com/streamConverter/api/Streams.java",68,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'xmlString' is not assigned and could be declared final","Streams","xml","xmlString"
"streamconverter-core/src/main/java/com/streamConverter/api/Streams.java",78,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'content' is not assigned and could be declared final","Streams","from","content"
"streamconverter-core/src/main/java/com/streamConverter/api/Streams.java",88,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'inputStream' is not assigned and could be declared final","Streams","from","inputStream"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",1,"PackageCase","Code Style",3,"Package name contains upper case characters","LargeDataGenerator","",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",18,"UseUtilityClass","Design",3,"This utility class has a non-private constructor","LargeDataGenerator","",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",43,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'targetSizeBytes' is not assigned and could be declared final","LargeDataGenerator","generateLargeXmlFile","targetSizeBytes"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",44,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'tempFile' could be declared final","LargeDataGenerator","generateLargeXmlFile","tempFile"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",45,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'random' could be declared final","LargeDataGenerator","generateLargeXmlFile","random"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",55,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'record' could be declared final","LargeDataGenerator","generateLargeXmlFile","record"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",57,"AvoidDuplicateLiterals","Error Prone",3,"The String literal ""UTF-8"" appears 5 times in this file; the first occurrence is on line 57","LargeDataGenerator","generateLargeXmlFile",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",60,"UseUnderscoresInNumericLiterals","Code Style",3,"Number 100000 should separate every third digit with an underscore","LargeDataGenerator","generateLargeXmlFile",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",61,"CollapsibleIfStatements","Design",3,"This if statement could be combined with its parent","LargeDataGenerator","generateLargeXmlFile",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",62,"InvalidLogMessageFormat","Error Prone",5,"Too many arguments, expected 1 argument but found 2","LargeDataGenerator","generateLargeXmlFile",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",80,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'targetSizeBytes' is not assigned and could be declared final","LargeDataGenerator","generateLargeJsonFile","targetSizeBytes"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",81,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'tempFile' could be declared final","LargeDataGenerator","generateLargeJsonFile","tempFile"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",82,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'random' could be declared final","LargeDataGenerator","generateLargeJsonFile","random"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",96,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'record' could be declared final","LargeDataGenerator","generateLargeJsonFile","record"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",100,"UseUnderscoresInNumericLiterals","Code Style",3,"Number 100000 should separate every third digit with an underscore","LargeDataGenerator","generateLargeJsonFile",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",101,"CollapsibleIfStatements","Design",3,"This if statement could be combined with its parent","LargeDataGenerator","generateLargeJsonFile",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",102,"InvalidLogMessageFormat","Error Prone",5,"Too many arguments, expected 1 argument but found 2","LargeDataGenerator","generateLargeJsonFile",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",120,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'targetSizeBytes' is not assigned and could be declared final","LargeDataGenerator","generateLargeCsvFile","targetSizeBytes"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",121,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'tempFile' could be declared final","LargeDataGenerator","generateLargeCsvFile","tempFile"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",122,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'random' could be declared final","LargeDataGenerator","generateLargeCsvFile","random"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",126,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'header' could be declared final","LargeDataGenerator","generateLargeCsvFile","header"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",133,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'record' could be declared final","LargeDataGenerator","generateLargeCsvFile","record"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",137,"UseUnderscoresInNumericLiterals","Code Style",3,"Number 100000 should separate every third digit with an underscore","LargeDataGenerator","generateLargeCsvFile",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",138,"CollapsibleIfStatements","Design",3,"This if statement could be combined with its parent","LargeDataGenerator","generateLargeCsvFile",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",139,"InvalidLogMessageFormat","Error Prone",5,"Too many arguments, expected 1 argument but found 2","LargeDataGenerator","generateLargeCsvFile",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",149,"ShortVariable","Code Style",3,"Avoid variables with short names like id","LargeDataGenerator","generateXmlRecord","id"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",149,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'id' is not assigned and could be declared final","LargeDataGenerator","generateXmlRecord","id"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",149,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'random' is not assigned and could be declared final","LargeDataGenerator","generateXmlRecord","random"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",150,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'name' could be declared final","LargeDataGenerator","generateXmlRecord","name"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",151,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'city' could be declared final","LargeDataGenerator","generateXmlRecord","city"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",152,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'product' could be declared final","LargeDataGenerator","generateXmlRecord","product"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",153,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'quantity' could be declared final","LargeDataGenerator","generateXmlRecord","quantity"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",154,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'price' could be declared final","LargeDataGenerator","generateXmlRecord","price"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",154,"UseUnderscoresInNumericLiterals","Code Style",3,"Number 10000 should separate every third digit with an underscore","LargeDataGenerator","generateXmlRecord",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",179,"ShortVariable","Code Style",3,"Avoid variables with short names like id","LargeDataGenerator","generateJsonRecord","id"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",179,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'id' is not assigned and could be declared final","LargeDataGenerator","generateJsonRecord","id"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",179,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'random' is not assigned and could be declared final","LargeDataGenerator","generateJsonRecord","random"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",180,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'name' could be declared final","LargeDataGenerator","generateJsonRecord","name"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",181,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'city' could be declared final","LargeDataGenerator","generateJsonRecord","city"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",182,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'product' could be declared final","LargeDataGenerator","generateJsonRecord","product"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",183,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'quantity' could be declared final","LargeDataGenerator","generateJsonRecord","quantity"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",184,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'price' could be declared final","LargeDataGenerator","generateJsonRecord","price"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",184,"UseUnderscoresInNumericLiterals","Code Style",3,"Number 10000 should separate every third digit with an underscore","LargeDataGenerator","generateJsonRecord",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",210,"ShortVariable","Code Style",3,"Avoid variables with short names like id","LargeDataGenerator","generateCsvRecord","id"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",210,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'id' is not assigned and could be declared final","LargeDataGenerator","generateCsvRecord","id"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",210,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'random' is not assigned and could be declared final","LargeDataGenerator","generateCsvRecord","random"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",211,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'name' could be declared final","LargeDataGenerator","generateCsvRecord","name"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",212,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'city' could be declared final","LargeDataGenerator","generateCsvRecord","city"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",213,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'product' could be declared final","LargeDataGenerator","generateCsvRecord","product"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",214,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'quantity' could be declared final","LargeDataGenerator","generateCsvRecord","quantity"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",215,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'price' could be declared final","LargeDataGenerator","generateCsvRecord","price"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",215,"UseUnderscoresInNumericLiterals","Code Style",3,"Number 10000 should separate every third digit with an underscore","LargeDataGenerator","generateCsvRecord",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",223,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'product' is not assigned and could be declared final","LargeDataGenerator","generateDescription","product"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",223,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'random' is not assigned and could be declared final","LargeDataGenerator","generateDescription","random"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",224,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'adjectives' could be declared final","LargeDataGenerator","generateDescription","adjectives"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",225,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'features' could be declared final","LargeDataGenerator","generateDescription","features"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",227,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'adj' could be declared final","LargeDataGenerator","generateDescription","adj"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",228,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'feature' could be declared final","LargeDataGenerator","generateDescription","feature"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",234,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'text' is not assigned and could be declared final","LargeDataGenerator","escapeXml","text"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",249,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'format' is not assigned and could be declared final","LargeDataGenerator","createLargeDataStream","format"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",249,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'targetSizeBytes' is not assigned and could be declared final","LargeDataGenerator","createLargeDataStream","targetSizeBytes"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",257,"RedundantFieldInitializer","Performance",3,"Avoid using redundant field initializer for 'bytesGenerated'","LargeDataInputStream","","bytesGenerated"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",259,"RedundantFieldInitializer","Performance",3,"Avoid using redundant field initializer for 'bufferPosition'","LargeDataInputStream","","bufferPosition"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",260,"RedundantFieldInitializer","Performance",3,"Avoid using redundant field initializer for 'recordCount'","LargeDataInputStream","","recordCount"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",261,"RedundantFieldInitializer","Performance",3,"Avoid using redundant field initializer for 'headerWritten'","LargeDataInputStream","","headerWritten"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",262,"RedundantFieldInitializer","Performance",3,"Avoid using redundant field initializer for 'footerWritten'","LargeDataInputStream","","footerWritten"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",263,"LongVariable","Code Style",3,"Avoid excessively long variable names like isDocumentComplete","LargeDataInputStream","","isDocumentComplete"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",263,"RedundantFieldInitializer","Performance",3,"Avoid using redundant field initializer for 'isDocumentComplete'","LargeDataInputStream","","isDocumentComplete"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",266,"CallSuperInConstructor","Code Style",3,"It is a good practice to call super() in a constructor","LargeDataInputStream","LargeDataInputStream",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",266,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'format' is not assigned and could be declared final","LargeDataInputStream","LargeDataInputStream","format"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",266,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'totalSize' is not assigned and could be declared final","LargeDataInputStream","LargeDataInputStream","totalSize"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",267,"UseLocaleWithCaseConversions","Error Prone",3,"When doing a String.toLowerCase()/toUpperCase() call, use a Locale","LargeDataInputStream","LargeDataInputStream",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",276,"OnlyOneReturn","Code Style",3,"A method should have only one exit point, and that should be the last statement in the method","LargeDataInputStream","read",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",285,"ShortVariable","Code Style",3,"Avoid variables with short names like b","LargeDataInputStream","read","b"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",285,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'b' is not assigned and could be declared final","LargeDataInputStream","read","b"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",285,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'off' is not assigned and could be declared final","LargeDataInputStream","read","off"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",285,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'len' is not assigned and could be declared final","LargeDataInputStream","read","len"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",287,"OnlyOneReturn","Code Style",3,"A method should have only one exit point, and that should be the last statement in the method","LargeDataInputStream","read",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",294,"ControlStatementBraces","Code Style",3,"This statement should have braces","LargeDataInputStream","read",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",298,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'available' could be declared final","LargeDataInputStream","read","available"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",299,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'toRead' could be declared final","LargeDataInputStream","read","toRead"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",309,"NcssCount","Design",3,"The method 'generateNextChunk()' has a NCSS line count of 68.","LargeDataInputStream","generateNextChunk",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",309,"CognitiveComplexity","Design",3,"The method 'generateNextChunk()' has a cognitive complexity of 30, current threshold is 15","LargeDataInputStream","generateNextChunk",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",309,"CyclomaticComplexity","Design",3,"The method 'generateNextChunk()' has a cyclomatic complexity of 23.","LargeDataInputStream","generateNextChunk",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",309,"NPathComplexity","Design",3,"The method 'generateNextChunk()' has an NPath complexity of 2061, current threshold is 200","LargeDataInputStream","generateNextChunk",""
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",315,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'chunk' could be declared final","LargeDataInputStream","generateNextChunk","chunk"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",315,"InsufficientStringBufferDeclaration","Performance",3,"StringBuilder has been initialized with size 16, but has at least 127 characters appended.","LargeDataInputStream","generateNextChunk","chunk"
"streamconverter-core/src/main/java/com/streamConverter/benchmark/LargeDataGenerator.java",318,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'footerSize' could be declared final","LargeDataInputStream","generateNextChunk","footerSize"
